13-يىڭى يىل:21-قالتىس:4.285311738993688
21918-كۆپ بولۇپ:16-ساغلام,24-كۈچلۈك,30-ئاسان:7.860007310317805
21935-دەۋىر تەرەققىياتىغا:22-ئىناق:10.680656854470016
21936-تەرەققىياتىغا ئەگىشىپ:24-كۈچلۈك:5.40727261154069
21992-ئەمدى بولسىمۇ:23-ئېسىل:5.356079181168703
22036-مەسىلە با:6-بىخەتەر,23-ئېسىل,24-كۈچلۈك:6.206728377935333
22056-بالىنى ياخشى:5-ياخشى كۆرۈش,27-سادىق:20.6459751144196
22146-ئۇزۇن مۇددەت:2-مۇنەۋۋەر,10-ئاكتىپ,16-ساغلام:11.975497114981769
22231-داڭلىق ساياھەت:11-داڭلىق:7.811017654158069
22277-نېم بوپ:11-داڭلىق,33-ئىلغار:15.844427729652587
22298-مۇمكىن ب:3-گۈزەل,10-ئاكتىپ,16-ساغلام,17-چىرايلىق,21-قالتىس,23-ئېسىل,24-كۈچلۈك,30-ئاسان:6.5255566022045866
22311-ئىشلىرىمىزنى ئاسان:30-ئاسان:7.60572836696345
22312-ئاسان قىلار:30-ئاسان:7.60572836696345
22344-يول قويماي:11-داڭلىق,24-كۈچلۈك:6.252505981036672
22400-تەسىر يەتكۈزىدىغان:6-بىخەتەر:7.520192182276769
22418-چوڭقۇر ھىس:12-ھەقىقى:6.630213690438757
22419-ھىس قىلغانلىقىنى:20-راھەت:9.618372576215673
22450-ئەمدى ھەقىقى:12-ھەقىقى:7.282290387018451
22451-ھەقىقى ئەھۋالنى:12-ھەقىقى:7.282290387018451
22453-زىيارەت قىلغىلى:23-ئېسىل:4.356079181168704
22461-دېۋەڭلىك كېسىلىگە:16-ساغلام:8.702030505262583
22512-تازا ئىشەنچىلىك:10-ئاكتىپ:8.539301005224475
22540-ئىش بوپتۇ:6-بىخەتەر,12-ھەقىقى,20-راھەت,21-قالتىس,23-ئېسىل:16.849156687086253
22541-قوبۇل قىلىش:3-گۈزەل,6-بىخەتەر,11-داڭلىق,14-مۇكەممەل,24-كۈچلۈك,30-ئاسان,32-ئەرزان:9.424643346971624
22570-مۇۋاپىق بولغان:1-پىشقان:8.539301005224475
22585-ئەمدى بوپ:30-ئاسان:6.60572836696345
22661-گەپ بوپتۇ:17-چىرايلىق,30-ئاسان:7.039993901489634
22771-ئۇششاق گەپلەر:27-سادىق:10.578295136840339
22775-ئېسىمگە كەپ:23-ئېسىل:5.455614854719618
22845-ئىستىمال قىلسا:14-مۇكەممەل:6.659595238942186
22908-ئىغىر دەرىجىدە:6-بىخەتەر:8.52019218227677
23033-زور ئۈمىد:16-ساغلام:6.38010241037522
23056-داڭلىق فىلىملەر:11-داڭلىق:7.811017654158069
23082-ئىشلار بولىدۇ:3-گۈزەل:5.358198454470676
23267-ئىشلارمۇ بار:12-ھەقىقى,23-ئېسىل:10.205410160911047
23292-ا دەپ:3-گۈزەل,11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,16-ساغلام,17-چىرايلىق,23-ئېسىل,30-ئاسان,32-ئەرزان,33-ئىلغار:3.973977183824806
23294-خېلى با:30-ئاسان:2.320326148101202
23317-ئەجەپ تەس:17-چىرايلىق:4.756193629413547
23334-پۇل بۇلا:12-ھەقىقى:7.282290387018451
23366-خاتا گەپ:23-ئېسىل:5.356079181168703
23392-كاپالەتلىك قىلىش:6-بىخەتەر,12-ھەقىقى,16-ساغلام:12.412049552249098
23396-جى دىگەن:6-بىخەتەر:6.5201921822767686
23448-چ چ:2-مۇنەۋۋەر,3-گۈزەل,10-ئاكتىپ,11-داڭلىق,12-ھەقىقى,15-بەخىتلىك,17-چىرايلىق,18-خوشال,25-خوشاللىق,29-كۆڭۈلدىكىدەك,32-ئەرزان:15.79556816563873
23450-چاتاق يوق:32-ئەرزان:4.760391581088101
23468-تالاش تارتىش:2-مۇنەۋۋەر:5.29289291797809
23483-ساختا مەھسۇلات:12-ھەقىقى,14-مۇكەممەل:11.941885625960637
23500-گەپ قىلىشمۇ:17-چىرايلىق,30-ئاسان:10.513925089822047
23524-ئۆيگە كىلىپ:17-چىرايلىق:7.07812172430091
23562-ئەڭ تىز:16-ساغلام,30-ئاسان,32-ئەرزان,33-ئىلغار:18.552793970883037
23576-ياشتىن ئاشقان:17-چىرايلىق:4.99065888305057
23588-ئاممىۋى سورۇن:6-بىخەتەر:4.712837260219166
23597-كۆپ جاپا:30-ئاسان:6.020765866242294
23613-چوڭ بولغاندا:11-داڭلىق,12-ھەقىقى:7.279526849959483
23659-خېلى بوپ:14-مۇكەممەل:4.489670237499873
23681-ھەقىقىي ئەھۋالنى:12-ھەقىقى:7.282290387018451
23745-خەۋەر يوق:1-پىشقان:5.423823787804538
23779-ئەخلاققا يات:27-سادىق:8.578295136840337
23780-يات بولغان:32-ئەرزان:7.033410075494517
23798-كىچىك بالىنىڭ:16-ساغلام:4.795139909654064
23840-زاكاس قىلغان:32-ئەرزان:7.618372576215672
23956-بەكلا ئەرزان:32-ئەرزان:9.618372576215673
23957-ئەرزان باھادا:32-ئەرزان:9.618372576215673
23967-م ن:1-پىشقان,2-مۇنەۋۋەر,3-گۈزەل,4-ئىتىپاقلىق,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,16-ساغلام,17-چىرايلىق,20-راھەت,21-قالتىس,23-ئېسىل,27-سادىق,29-كۆڭۈلدىكىدەك,30-ئاسان,32-ئەرزان,33-ئىلغار,37-يېشىل:9.979784799855654
23969-ياۋاشلىق بىل:10-ئاكتىپ:9.539301005224475
23986-يېڭى ناۋا:17-چىرايلىق:5.07812172430091
23988-ناھايىتى ئېسىل:23-ئېسىل:7.678007276056066
24025-دىن ئالاتتىم:32-ئەرزان:9.618372576215673
24082-دىن كەتمەي:3-گۈزەل,23-ئېسىل:10.206130731969054
24127-ئۇچىغا چىققان:14-مۇكەممەل,18-خوشال:10.669283493762274
24136-بويىدا ئولتۇرۇپ:3-گۈزەل:6.943160955191833
24140-خۇش قىلىپ:23-ئېسىل:6.09304477533491
24241-ھۆكۈم سۈرگەن:12-ھەقىقى,24-كۈچلۈك,30-ئاسان:11.515900305986676
24263-تېخىمۇ ئېنىق:3-گۈزەل:4.135806033134228
24272-مۇھىم بولغان:3-گۈزەل,6-بىخەتەر,23-ئېسىل:9.57067454535363
24284-ئېغىرلىشىپ كەتتى:16-ساغلام:6.38010241037522
24287-دىن نۇرغۇن:3-گۈزەل,24-كۈچلۈك:5.384649282070436
24298-پايدىسى بار:14-مۇكەممەل,33-ئىلغار:8.768192810830923
24438-قارار قىلدىم:6-بىخەتەر:4.819752464135678
24439-ئەڭ زور:3-گۈزەل,5-ياخشى كۆرۈش,11-داڭلىق,16-ساغلام,18-خوشال,24-كۈچلۈك,25-خوشاللىق,33-ئىلغار,37-يېشىل:32.53060580144927
24460-سايغا دېگەن:33-ئىلغار:8.81101765415807
24469-بەك يۇقۇرى:10-ئاكتىپ:7.954338504503318
24484-تولىمۇ تەس:30-ئاسان:4.798373444905846
24504-خاتا قىلدى:3-گۈزەل:5.943160955191833
24527-مەيدانغا ئېلىپ:3-گۈزەل:5.358198454470676
24541-ھالەتكە كەپ:20-راھەت:9.618372576215673
24577-دوست تۇتۇش:14-مۇكەممەل,30-ئاسان:12.265323605905635
24606-تەسىر كۆرسىتىشى:10-ئاكتىپ:6.369376003782161
24633-ھەۋەس قىلىش:16-ساغلام:5.894675583204978
24647-دەم دىگەن:30-ئاسان:3.6988377713549316
24659-ئەمەلگە ئېشىشى:12-ھەقىقى,24-كۈچلۈك,33-ئىلغار:15.629863669662175
24717-ۋاقتى ئۆتكەن:11-داڭلىق,21-قالتىس:10.511366892430601
24769-ئادەم داۋالايدىغان:11-داڭلىق:7.811017654158069
24817-جەڭ قىلدى:30-ئاسان:5.60572836696345
24961-قوبۇل قىلىدۇ:3-گۈزەل,30-ئاسان:4.460101083438376
25000-سەل ئاز:30-ئاسان:4.020765866242294
25047-پۇل خەجلەپ:17-چىرايلىق:4.078121724300909
25079-ياش ئىكەن:12-ھەقىقى:5.28229038701845
25122-پۇل تىپىش:12-ھەقىقى:5.474935464960846
25124-گەپ قىلماڭلا:18-خوشال:7.410567691102272
25126-پىكىر قىلىش:3-گۈزەل,6-بىخەتەر:8.819496947693878
25165-راست بولغان:12-ھەقىقى:4.960362292131088
25166-ھەقىقەتەن ئاز:20-راھەت:8.618372576215673
25177-مۇھىم رول:11-داڭلىق,21-قالتىس,24-كۈچلۈك:10.092724088610183
25178-رول ئوينايدۇ:16-ساغلام,21-قالتىس,24-كۈچلۈك:11.750758666022236
25276-ئاق يول:30-ئاسان:5.283800272076087
25277-يول بولسۇن:30-ئاسان:5.60572836696345
25286-ئويلىمىغان ئىشلار:30-ئاسان:6.020765866242294
25322-تەس بولغۇدەك:30-ئاسان:7.60572836696345
25326-يېشىل چىراق:37-يېشىل:10.013232193556886
25423-كۆڭۈل بۆلۈشكە:6-بىخەتەر,11-داڭلىق:11.687353646660114
25472-جىق ئادەمنىڭ:17-چىرايلىق:8.078121724300908
25477-غا كەلسە:11-داڭلىق,20-راھەت,30-ئاسان:10.178911940750448
25496-جوڭگونىڭ داڭلىق:11-داڭلىق:7.811017654158069
25520-خىزمەت قىلغان:12-ھەقىقى,31-ئۇلۇغۋار:11.192429087611233
25558-يىل ساقلاپ:24-كۈچلۈك:4.407272611540691
25579-خاتا بوپ:11-داڭلىق:4.489089559270706
25582-ساختىلىق بار:12-ھەقىقى:6.282290387018451
25603-سەت بولدى:18-خوشال,25-خوشاللىق:15.61001869344212
25619-ساپ قويدۇ:23-ئېسىل:4.870652353998462
25643-ساپ ئۇيغۇر:11-داڭلىق,12-ھەقىقى,23-ئېسىل:7.261540312905648
25644-ماركا ئەمەس:30-ئاسان,32-ئەرزان:17.224100943179124
25692-چوڭ نەتىجە:30-ئاسان:6.020765866242294
25740-تەس ئەمەس:12-ھەقىقى,16-ساغلام,26-مۇقۇم:12.15513817153754
25766-ھەل قىلالماي:3-گۈزەل,10-ئاكتىپ:10.867752116301098
25771-چىڭ تۇتۇپ:3-گۈزەل,6-بىخەتەر,12-ھەقىقى,14-مۇكەممەل,17-چىرايلىق,23-ئېسىل:18.161367763786213
25784-غا بېرىپ:3-گۈزەل,10-ئاكتىپ,11-داڭلىق,20-راھەت,21-قالتىس,23-ئېسىل,24-كۈچلۈك,30-ئاسان,32-ئەرزان:11.595337102943859
25848-تەسىر كۆرسىتىش:10-ئاكتىپ:7.036800664695291
25901-كۈچلۈكلەر ئاجىزلارنى:24-كۈچلۈك:7.729200706428053
25905-كەمتەر بول:12-ھەقىقى,14-مۇكەممەل:10.023022388686043
25937-ئەرز قىلىپ:17-چىرايلىق:4.618690105663612
25976-توپ ساراڭلار:24-كۈچلۈك:6.1442382057068965
26024-پۈتكۈل دۇنيا:6-بىخەتەر,12-ھەقىقى,16-ساغلام,23-ئېسىل:15.50282034484462
26035-ناھايىتى چوڭ:11-داڭلىق,24-كۈچلۈك,30-ئاسان:8.723881961376758
26039-ئاساس قىلغان:2-مۇنەۋۋەر,3-گۈزەل,11-داڭلىق,24-كۈچلۈك:10.832254764387876
26050-غەلبە قىلىپ:24-كۈچلۈك:5.1442382057068965
26094-زور دەرىجىدە:24-كۈچلۈك,32-ئەرزان,33-ئىلغار:11.788993590523116
26099-پۇل چىقىرىپ:12-ھەقىقى:4.474935464960846
26119-يۇقىرى ئېنىقلىقتىكى:11-داڭلىق:4.489089559270706
26133-ساغلام بولغان:16-ساغلام:8.702030505262583
26140-ھەي ھەي:17-چىرايلىق,23-ئېسىل:10.141419156241767
26160-سۇ قويۇپ:30-ئاسان:5.020765866242294
26184-ھەقىقى مەنىدىكى:12-ھەقىقى:7.282290387018451
26226-تەرەققىياتىغا ماس:6-بىخەتەر:7.520192182276769
26251-گىرىپتار بولۇپ:30-ئاسان:4.146296748326153
26276-ئىشقا چۈشكەندە:21-قالتىس:9.040199241157156
26328-توپنى جىق:30-ئاسان:7.60572836696345
26382-چاتاق چىققۇدەك:30-ئاسان:7.60572836696345
26413-يولى بار:27-سادىق,30-ئاسان:11.014098502361474
26481-قىز بولۇپ:17-چىرايلىق:7.07812172430091
26528-ھەددىدىن ئېشىپ:22-ئىناق:8.09569435374886
26557-ياردەم قىلىدىغان:24-كۈچلۈك:3.2697690877907553
26623-ساغلام ئەمەس:16-ساغلام:8.702030505262583
26624-ئەڭ ئېغىر:11-داڭلىق,23-ئېسىل,27-سادىق:11.966000912631198
26631-دىن چوڭ:11-داڭلىق,14-مۇكەممەل,23-ئېسىل,30-ئاسان:9.628909682021133
26634-چوڭ تەسىر:3-گۈزەل:4.773235953749521
26682-بەكمۇ ئەپسۇسلاندىم:17-چىرايلىق:7.07812172430091
26714-باھاسىنى قىممەت:32-ئەرزان:9.618372576215673
26783-يەر تەۋرەپ:30-ئاسان:2.4358033655211377
26808-ياشقا چوڭ:5-ياخشى كۆرۈش,27-سادىق:18.6459751144196
26831-يىگىت دېگەن:23-ئېسىل:6.678007276056066
26832-نامى بار:11-داڭلىق,23-ئېسىل:6.993169903326963
26859-تەدبىر قوللىنىشى:24-كۈچلۈك:7.729200706428053
26977-ئادەم بولمايدۇ:12-ھەقىقى:4.697327886297295
26983-بازارغا سالغان:12-ھەقىقى,14-مۇكەممەل:7.446030599073465
27077-خوتۇن دىگەن:6-بىخەتەر:7.520192182276769
27114-ئادەم ئۆلتۈرۈش:27-سادىق:7.256367041952975
27121-ۋاي ۋاي:12-ھەقىقى:2.0343628735748647
27135-ئادەم ئۆلۈش:6-بىخەتەر:7.520192182276769
27157-گۇناھلىرىمىزنى مەغپىرەت:11-داڭلىق:5.489089559270707
27158-مەغپىرەت قىلغىن:14-مۇكەممەل:4.852240316884582
27282-تالانت بار:10-ئاكتىپ:7.954338504503318
27343-ئىش قىلماق:30-ئاسان:5.731259249047309
27418-ئەرزان سىتىپ:32-ئەرزان:9.618372576215673
27433-ھەقىقىي ئادەمنىڭ:12-ھەقىقى:7.282290387018451
27438-سەل كىچىك:37-يېشىل:7.691304098669524
27471-مەيدانغا كەلدى:2-مۇنەۋۋەر,24-كۈچلۈك,30-ئاسان:13.913224210231839
27497-ئېلان قىلىش:24-كۈچلۈك,29-كۆڭۈلدىكىدەك,33-ئىلغار:10.029543792200183
27554-گەپ بولسا:16-ساغلام,24-كۈچلۈك,33-ئىلغار:13.78721526415529
27652-سېرىق رەڭ:1-پىشقان:6.036800664695291
27706-ئۇزۇن يىل:1-پىشقان,11-داڭلىق,16-ساغلام,17-چىرايلىق,22-ئىناق,33-ئىلغار:23.660558283680317
27708-بىرلەشمە لوڭقىسى:24-كۈچلۈك:4.921845784370449
27710-جەننەت بولغاي:11-داڭلىق:5.489089559270707
27731-تۆمۈر تاۋاققا:17-چىرايلىق:8.078121724300908
27764-سەرىپ قىلىش:12-ھەقىقى:6.282290387018451
27831-گەپ سېتىپ:16-ساغلام,24-كۈچلۈك:14.431231211690637
27918-نازارەت قىلىشى:6-بىخەتەر:6.198264087389407
27943-ئامان ئىسەن:16-ساغلام:7.1170680045414265
28005-ئەپۇ سورايمەن:12-ھەقىقى,18-خوشال,25-خوشاللىق:19.47727158118173
28053-نۇرغۇن ئەرەپ:24-كۈچلۈك:7.729200706428053
28062-گەپ بوپ:17-چىرايلىق,30-ئاسان:5.26494336000646
28092-كۆكرەك كېرىپ:12-ھەقىقى,24-كۈچلۈك:11.841566092004191
28175-گۆر ئازابى:12-ھەقىقى:5.697327886297295
28188-مۇمكىن دەپ:6-بىخەتەر,30-ئاسان:8.786070546355594
28217-سۇ سىپىپ:17-چىرايلىق:8.078121724300908
28250-چاتاقتەك قىلىدۇ:10-ئاكتىپ:9.539301005224475
28313-ئەڭ يامان:6-بىخەتەر,21-قالتىس,24-كۈچلۈك:13.867527363689167
28391-سەل قىممەت:30-ئاسان,32-ئەرزان:11.609391099063917
28425-قا ئوخشاش:6-بىخەتەر,10-ئاكتىپ,12-ھەقىقى,14-مۇكەممەل,17-چىرايلىق,18-خوشال,21-قالتىس,25-خوشاللىق:27.466050730117953
28435-سەمىرىپ كەتتى:30-ئاسان:5.283800272076087
28471-ياشقا باقمايدۇ:3-گۈزەل:6.943160955191833
28513-زىيان تار:23-ئېسىل,27-سادىق:6.800461503770006
28563-ئادەم دېگەن:11-داڭلىق:4.226055153436912
28626-بوزەك قىلغان:23-ئېسىل:5.09304477533491
28641-كۈچ چىقارغان:2-مۇنەۋۋەر:7.993332636119181
28657-پەيدا بولۇپ:17-چىرايلىق,23-ئېسىل:5.497562966467044
28674-ئالەمدىن ئۆتتى:11-داڭلىق,30-ئاسان:4.997839289863619
28687-بىۋاستە تەسىر:20-راھەت:6.81101765415807
28689-يەرلىك سىياسەتلەر:12-ھەقىقى:7.282290387018451
28745-تالان تاراج:6-بىخەتەر:6.935229681555614
28748-پاسسىپ تەسىر:10-ئاكتىپ:9.539301005224475
28749-تەسىر ئېلىپ:11-داڭلىق,33-ئىلغار:12.259465228931429
28755-جاۋاپ بېرىپتۇ:11-داڭلىق:5.226055153436913
28794-ھاسىل قىلماق:11-داڭلىق,12-ھەقىقى:13.09330804117652
28795-مۈمكىن ئەمەس:12-ھەقىقى,24-كۈچلۈك:8.092627856171909
28834-ئايال يوق:14-مۇكەممەل:7.659595238942186
28838-نۇرغۇنلىغان داڭلىق:11-داڭلىق:7.811017654158069
28873-گىپى يوق:6-بىخەتەر:5.935229681555613
28892-ھەقىقىي ۋەكىللىك:12-ھەقىقى,37-يېشىل:16.295522580575337
28951-بازار تاپىدۇ:32-ئەرزان:8.618372576215673
28974-ھالەتكە ئەكىلىشنى:6-بىخەتەر:8.52019218227677
28999-بېشىدىن ئۆتكەن:12-ھەقىقى,30-ئاسان:10.244162564207176
29015-نادىر ئەسەر:12-ھەقىقى,33-ئىلغار:11.560812960349498
29057-باشقىسى يالغان:12-ھەقىقى:6.282290387018451
29124-دىن كۆپ:3-گۈزەل,11-داڭلىق,12-ھەقىقى,21-قالتىس,30-ئاسان,32-ئەرزان,33-ئىلغار:9.983444787372793
29147-غا قايتىپ:6-بىخەتەر,12-ھەقىقى:4.037196470571537
29180-خەت بېسىش:33-ئىلغار:6.158940957578375
29186-ئۇلۇغ ئاللاھىم:16-ساغلام:6.38010241037522
29200-شانلىق تارىخى:12-ھەقىقى,23-ئېسىل:10.960297663074517
29269-شان شەرەپ:12-ھەقىقى,30-ئاسان:7.718093752539588
29274-كىشلىك تۆھپە:23-ئېسىل,32-ئەرزان:14.126454850829427
29338-ئىشى ئەمەس:12-ھەقىقى,30-ئاسان:7.718093752539588
29384-بەك قىممەتمۇ:30-ئاسان,32-ئەرزان:15.224100943179124
29400-ياخشى چىقمىغان:20-راھەت:8.618372576215673
29431-پۇلىڭىز بولسا:30-ئاسان:7.60572836696345
29453-قۇربانى بولۇپ:4-ئىتىپاقلىق:11.153409851605147
29473-ياخشى بولماسمىكى:11-داڭلىق:7.811017654158069
29497-پەيدا بوپ:3-گۈزەل:2.242721237050741
29501-ئادەم ئۆلدى:6-بىخەتەر:2.43272934102643
29512-كارتا يەپ:16-ساغلام:8.702030505262583
29591-ھەيران قالدىم:24-كۈچلۈك:2.4812731929844674
29644-راست ئوخشايدۇ:30-ئاسان:4.020765866242294
29650-تازا ئىشەن:10-ئاكتىپ,32-ئەرزان:12.238810344165552
29678-تۆمۈر تاۋاق:17-چىرايلىق:6.493159223579753
29753-پاكىز ئەمەس:3-گۈزەل:5.943160955191833
29791-تەسكە توختاۋاتىدۇ:6-بىخەتەر:7.520192182276769
29821-قېرىندىشىم ياخشى:30-ئاسان:7.60572836696345
29857-ساق ئادەملەر:30-ئاسان:6.020765866242294
29887-قانۇننىڭ قاتتىق:12-ھەقىقى:7.282290387018451
30010-چەتئەلنىڭ داڭلىق:11-داڭلىق:7.811017654158069
30064-كۆپ تىللىق:37-يېشىل:5.843307192114574
30117-قولغا كەلتۈرگەن:16-ساغلام,24-كۈچلۈك,33-ئىلغار:12.118035218582135
30129-بەك قىممەت:30-ئاسان,32-ئەرزان:9.410319751962087
30162-ئادەم بولۇپ:1-پىشقان,2-مۇنەۋۋەر,11-داڭلىق,30-ئاسان,33-ئىلغار:25.498039672905232
30166-ۋەكىللىك قىلىدۇ:14-مۇكەممەل,17-چىرايلىق:8.737716963243095
30184-ئىش قىلىدۇ:12-ھەقىقى:4.697327886297295
30232-پەيدا قىلىدۇ:3-گۈزەل,16-ساغلام:6.72632822317982
30239-داڭلىق ئارتىسلىرىمىز:11-داڭلىق:7.811017654158069
30284-مۇ قۇشۇپ:14-مۇكەممەل:6.0746327382210294
30322-ئەزا بولۇش:15-بەخىتلىك,30-ئاسان:11.307758872226032
30331-ئىش بارمۇ:20-راھەت,30-ئاسان:10.823221506896939
30345-ۋىجدانى يوق:11-داڭلىق:5.489089559270707
30371-داڭلىق چولپان:11-داڭلىق,21-قالتىس:13.266254394594068
30385-كىچىك بالا:12-ھەقىقى,23-ئېسىل:5.790372661632205
30408-ئانىلار ئۇلۇغ:16-ساغلام:6.702030505262583
30463-توي قىلغاندىن:5-ياخشى كۆرۈش:8.482717476858106
30467-تىلەك تىلەپ:3-گۈزەل:6.943160955191833
